slug,language,title,grade_level,version,filename,split
einsteins-brain,en,"Einstein had a big brain, where it mattered most",5.0,3,einsteins-brain.en.3.txt,train
einsteins-brain,en,"Einstein's brain bigger than most, and faster-thinking too",4.0,4,einsteins-brain.en.4.txt,train
election-minwage,en,Fast-food protesters make minimum wage plea to presidential hopefuls,12.0,0,election-minwage.en.0.txt,train
election-minwage,en,Fast-food protesters want minimum wage increase on front burner,8.0,1,election-minwage.en.1.txt,train
election-minwage,en,Fast-food workers serve message to presidential hopefuls,6.0,2,election-minwage.en.2.txt,train
election-minwage,en,"At restaurants across the nation, workers protest for higher pay",4.0,3,election-minwage.en.3.txt,train
election-minwage,en,"U.S. restaurant workers protest, demand higher pay",2.0,4,election-minwage.en.4.txt,train
electric-eels,en,Electric eels curve bodies to heighten their shock value,12.0,0,electric-eels.en.0.txt,train
electric-eels,en,Electric eels throw prey a curve to strengthen their shock value,9.0,1,electric-eels.en.1.txt,train
electric-eels,en,It's a shocker: Electric eels bend their bodies to amp up voltage,7.0,2,electric-eels.en.2.txt,train
electric-eels,en,Electric eels can amp up power to zap their prey,5.0,3,electric-eels.en.3.txt,train
electric-eels,en,Eels can make their electric power stronger to help zap fish,3.0,4,electric-eels.en.4.txt,train
electriccars-procon,en,PRO/CON: Should the electric-car industry get U.S. subsidies?,12.0,0,electriccars-procon.en.0.txt,train
electriccars-procon,en,PRO/CON: Should the government subsidize electric cars?,8.0,1,electriccars-procon.en.1.txt,train
electriccars-procon,en,PRO/CON: Are federal subsidies for electric cars worth it?,7.0,2,electriccars-procon.en.2.txt,train
electriccars-procon,en,PRO/CON: Should the government pay you to buy an electric car?,6.0,3,electriccars-procon.en.3.txt,train
electriccars-procon,en,PRO/CON: Should the government pay people to buy electric cars?,5.0,4,electriccars-procon.en.4.txt,train
elephant-cancer,en,Why is elephant cancer rare? Answer might help treat humans,12.0,0,elephant-cancer.en.0.txt,train
elephant-cancer,en,Extra anti-cancer genes in elephants could eventually help humans,9.0,1,elephant-cancer.en.1.txt,train
elephant-cancer,en,Anti-cancer genes are prolific in pachyderms,7.0,2,elephant-cancer.en.2.txt,train
elephant-cancer,en,Elephants have more anti-cancer genes than people ,4.0,3,elephant-cancer.en.3.txt,train
elephant-cancer,en,Elephants are well-equipped to fight cancer,2.0,4,elephant-cancer.en.4.txt,train
elephants-pittsburgh,en,Pittsburgh Zoo at forefront of effort to bolster elephant population,12.0,0,elephants-pittsburgh.en.0.txt,train
elephants-pittsburgh,en,Pittsburgh Zoo leading the way in elephant breeding,9.0,1,elephants-pittsburgh.en.1.txt,train
elephants-pittsburgh,en,Saving the elephant population means using special breeding,7.0,2,elephants-pittsburgh.en.2.txt,train
elephants-pittsburgh,en,Elephant breeding is a tricky business,5.0,3,elephants-pittsburgh.en.3.txt,train
elephants-pittsburgh,en,Baby elephants born in zoos celebrated,4.0,4,elephants-pittsburgh.en.4.txt,train
elfaro-shipwreck,en,"Finding El Faro: Analyzing wreck 15,000 feet down poses challenges",12.0,0,elfaro-shipwreck.en.0.txt,train
elfaro-shipwreck,en,Investigators use an unmanned ROV to explore the El Faro shipwreck,9.0,1,elfaro-shipwreck.en.1.txt,train
elfaro-shipwreck,en,"Unmanned ROV goes 15,000 feet under the sea to explore El Faro shipwreck",6.0,2,elfaro-shipwreck.en.2.txt,train
elfaro-shipwreck,en,Submersible vehicle goes deep underwater to search El Faro shipwreck ,5.0,3,elfaro-shipwreck.en.3.txt,train
elfaro-shipwreck,en,Robotic vehicle goes deep under the sea to probe El Faro shipwreck,3.0,4,elfaro-shipwreck.en.4.txt,train
elnino-global,en,"El Nino may trigger floods, famine and sickness in much of the world",12.0,0,elnino-global.en.0.txt,train
elnino-global,en,"Earth, wind, fire and rain: El Nino flings weather effects across planet",9.0,1,elnino-global.en.1.txt,train
elnino-global,en,"El Nino hurls floods and fire, storms and famine across the planet",7.0,2,elnino-global.en.2.txt,train
elnino-global,en,"El Nino can be blamed for floods, famine, sickness all across world",5.0,3,elnino-global.en.3.txt,train
elnino-global,en,"El Nino weather causes floods, famine, sickness all over the world",3.0,4,elnino-global.en.4.txt,train
elnino-snakes,en,El Nino puts snakes in a biting mood,12.0,0,elnino-snakes.en.0.txt,train
elnino-snakes,en,Snakes bite more people in Costa Rica during El Nino climate cycle extremes,9.0,1,elnino-snakes.en.1.txt,train
elnino-snakes,en,Snakebite study in Costa Rica raises new worries about climate change,7.0,2,elnino-snakes.en.2.txt,train
elnino-snakes,en,"Snakebites surge under extreme climate conditions, scientists learn",5.0,3,elnino-snakes.en.3.txt,train
elnino-snakes,en,"Very hot or cold weather make snakes bite more people, scientists learn",3.0,4,elnino-snakes.en.4.txt,train
elsalvador-gold,en,"El Salvador's fight against gold mine will be decided in Washington, D.C.",12.0,0,elsalvador-gold.en.0.txt,train
elsalvador-gold,en,"To keep its gold, El Salvador challenges a global mining company",8.0,1,elsalvador-gold.en.1.txt,train
elsalvador-gold,en,El Salvador's gold mine dilemma,7.0,2,elsalvador-gold.en.2.txt,train
elsalvador-gold,en,There is gold in El Salvador and one company wants to mine it,5.0,3,elsalvador-gold.en.3.txt,train
elsalvador-gold,en,Many Salvadorans say no to mining in their country,4.0,4,elsalvador-gold.en.4.txt,train
embassies-NSA,en,U.S. embassy closures due to terror threat add fuel to NSA spying debate,12.0,0,embassies-NSA.en.0.txt,train
embassies-NSA,en,U.S. embassy closures due to terror threat fuel debate over NSA spying,8.0,1,embassies-NSA.en.1.txt,train
embassies-NSA,en,What role did NSA play in discovering latest threat of an attack?,7.0,2,embassies-NSA.en.2.txt,train
embassies-NSA,en,Did NSA's spying programs uncover latest terror threat? Few seem sure,5.0,3,embassies-NSA.en.3.txt,train
embassies-NSA,en,An attack plot sparks more debate over the NSA's spying programs ,4.0,4,embassies-NSA.en.4.txt,train
emergencyresponse-robots,en,Fukushima disaster inspires better emergency-response robots,12.0,0,emergencyresponse-robots.en.0.txt,valid
emergencyresponse-robots,en,Japan disaster spurs a new generation of emergency-response robots,9.0,1,emergencyresponse-robots.en.1.txt,valid
emergencyresponse-robots,en,Future emergency-response robots will be better prepared for work,7.0,2,emergencyresponse-robots.en.2.txt,valid
emergencyresponse-robots,en,Robots are set to compete in contest to see who is more advanced,5.0,3,emergencyresponse-robots.en.3.txt,valid
emergencyresponse-robots,en,Robots will be in a contest to see who is best,3.0,4,emergencyresponse-robots.en.4.txt,valid
emmetttill-anniversary,en,"Emmett Till's death, and history, fading in Mississippi town",12.0,0,emmetttill-anniversary.en.0.txt,train
emmetttill-anniversary,en,"60 years on, Emmett Till's family visits  the site of his ""crime"" and death",8.0,1,emmetttill-anniversary.en.1.txt,train
emmetttill-anniversary,en,Emmett Till's death and his role in the civil rights movement is remembered,6.0,2,emmetttill-anniversary.en.2.txt,train
emmetttill-anniversary,en,Emmett Till's family remembers the boy caught up in early civil rights,5.0,3,emmetttill-anniversary.en.3.txt,train
emmetttill-anniversary,en,Family honors boy killed in Mississippi 60 years ago,3.0,4,emmetttill-anniversary.en.4.txt,train
endangered-postman,en,Ailing Postal Service may yet fail to deliver,12.0,0,endangered-postman.en.0.txt,train
endangered-postman,en,"Postal Service in crisis as losses mount, mail volume falls",8.0,1,endangered-postman.en.1.txt,train
endangered-postman,en,Rising losses and falling volume put Postal Service in crisis,6.0,2,endangered-postman.en.2.txt,train
endangered-postman,en,Mounting money woes put Postal Service in crisis,5.0,3,endangered-postman.en.3.txt,train
endangered-postman,en,Postal Service money problems put daily delivery in danger,4.0,4,endangered-postman.en.4.txt,train
energy-eagles,en,Wind farms get extended leeway on eagle deaths,12.0,0,energy-eagles.en.0.txt,train
energy-eagles,en,U.S. extends wind power permits as green energy and conservation clash,8.0,1,energy-eagles.en.1.txt,train
energy-eagles,en,US wind farms get extended protection from penalties for killing eagles,7.0,2,energy-eagles.en.2.txt,train
energy-eagles,en,U.S. wind farms can kill eagles by accident without penalty,5.0,3,energy-eagles.en.3.txt,train
energy-eagles,en,U.S. wind farms won't get in trouble for killing bald and golden eagles,4.0,4,energy-eagles.en.4.txt,train
energydrinks-congress,en,"""Tobacco wars"" senators take aim at energy drinks ",12.0,0,energydrinks-congress.en.0.txt,train
energydrinks-congress,en,"U.S. ""tobacco wars"" senators take aim at energy drinks sold to minors",8.0,1,energydrinks-congress.en.1.txt,train
energydrinks-congress,en,U.S. senators call energy drinks unhealthy with unsafe message for minors,7.0,2,energydrinks-congress.en.2.txt,train
energydrinks-congress,en,"U.S. senators say energy drink ads target teens, call drinks unhealthy",5.0,3,energydrinks-congress.en.3.txt,train
energydrinks-congress,en,"Energy drinks have too much of a caffeine jolt for minors, US senators say",4.0,4,energydrinks-congress.en.4.txt,train
england-yeti,en,DNA links mysterious Yeti to ancient polar bear,12.0,0,england-yeti.en.0.txt,train
england-yeti,en,Abominable Snowman believers will find this unbearable,7.0,1,england-yeti.en.1.txt,train
england-yeti,en,Scientist says DNA testing links Yeti to prehistoric polar bear ,6.0,2,england-yeti.en.2.txt,train
england-yeti,en,Yeti of legend linked to ancient polar bear,5.0,3,england-yeti.en.3.txt,train
england-yeti,en,Is the Abominable Snowman a tall tale or just another average bear?  ,4.0,4,england-yeti.en.4.txt,train
english-laws,en,A growing divide over official-English laws,12.0,0,english-laws.en.0.txt,train
english-laws,en,"Different states, different responses to English-language divide",8.0,1,english-laws.en.1.txt,train
english-laws,en,Strong opinions on English-only laws,6.0,2,english-laws.en.2.txt,train
english-laws,en,"States, cities making their own English-only rules",5.0,3,english-laws.en.3.txt,train
english-laws,en,More people in U.S. speaking many languages,4.0,4,english-laws.en.4.txt,train
english-spelling,en,Language experts: English spelling needs overhaul to help learning,12.0,0,english-spelling.en.0.txt,train
english-spelling,en,Language xperts say English shud be fixt,8.0,1,english-spelling.en.1.txt,train
english-spelling,en,"English spelling is confusing, but a language group says it can fix that",6.0,2,english-spelling.en.2.txt,train
english-spelling,en,"Spelled the same, but sound different: What were the rules again?",5.0,3,english-spelling.en.3.txt,train
english-spelling,en,"One day, some words might be spelled differently",3.0,4,english-spelling.en.4.txt,train
englishlanguage-lying,en,Some parents lie on survey to identify English learners,12.0,0,englishlanguage-lying.en.0.txt,train
englishlanguage-lying,en,Some parents lie on survey to avoid English learner label for children,8.0,1,englishlanguage-lying.en.1.txt,train
englishlanguage-lying,en,Some parents lie on school survey about languages spoken at home,6.0,2,englishlanguage-lying.en.2.txt,train
englishlanguage-lying,en,"When kids start school, some parents lie about languages they speak",4.0,3,englishlanguage-lying.en.3.txt,train
englishlanguage-lying,en,"In California, some parents lie about languages their kids speak at home",2.0,4,englishlanguage-lying.en.4.txt,train
environment-tegulizard,en,Hunt is on for tegu lizards in South Florida,12.0,0,environment-tegulizard.en.0.txt,train
environment-tegulizard,en,Florida rounds up killer lizards sharp of tooth and claw called the tegu,8.0,1,environment-tegulizard.en.1.txt,train
environment-tegulizard,en,Exotic pets gone wild: Tegu lizards wreak havoc on Florida's ecosystem,7.0,2,environment-tegulizard.en.2.txt,train
environment-tegulizard,en,Florida frantically rounds up tegu lizards which are eating everything up,5.0,3,environment-tegulizard.en.3.txt,train
environment-tegulizard,en,Florida on the hunt for tegu lizards before they spread even farther afield,4.0,4,environment-tegulizard.en.4.txt,train
environment-tegulizard,en,Trying to stop tegu lizards from spreading,2.0,5,environment-tegulizard.en.5.txt,train
esports-popular,en,"E-sports come ""out of the basement""",12.0,0,esports-popular.en.0.txt,train
esports-popular,en,"E-sports come ""out of the basement"" and into high-stakes competition",9.0,1,esports-popular.en.1.txt,train
esports-popular,en,"Elite video gamers come ""out of the basement"" for cash contests",7.0,2,esports-popular.en.2.txt,train
esports-popular,en,Top video gamers find fame playing with big crowds for prize money,5.0,3,esports-popular.en.3.txt,train
esports-popular,en,"Computer games were fun at home, but now find fame and prize money",3.0,4,esports-popular.en.4.txt,train
europe-ac,en,"In sweaty Europe, air conditioning is no way to cope with the heat",12.0,0,europe-ac.en.0.txt,train
europe-ac,en,"Europeans shun air conditioning, they say it heats up the planet",8.0,1,europe-ac.en.1.txt,train
europe-ac,en,Europe gives air conditioning the cold shoulder as temperatures soar,6.0,2,europe-ac.en.2.txt,train
europe-ac,en,Europeans can take the heat in summer: They hate air conditioning,4.0,3,europe-ac.en.3.txt,train
europe-ac,en,Europe is no fan of air conditioning even as summers get hotter    ,3.0,4,europe-ac.en.4.txt,train
europe-biking,en,Europe pushes bicycling in hopes of shrinking carbon emissions,12.0,0,europe-biking.en.0.txt,train
europe-biking,en,"Europe pushing for more bicycle trips, fewer car trips",8.0,1,europe-biking.en.1.txt,train
europe-biking,en,"Europe hopes more bicycle trips will reduce emissions, improve health",6.0,2,europe-biking.en.2.txt,train
europe-biking,en,"In Europe, governments want to increase bicycling",4.0,3,europe-biking.en.3.txt,train
europe-biking,en,Europe wants more people to ride bicycles,2.0,4,europe-biking.en.4.txt,train
europemigrant-minors,en,Young migrants making perilous trek to Europe without parents,12.0,0,europemigrant-minors.en.0.txt,train
europemigrant-minors,en,"Leaving parents behind, making a hazardous journey to Europe",9.0,1,europemigrant-minors.en.1.txt,train
europemigrant-minors,en,Refugee children making dangerous trip to safety in Europe without parents,7.0,2,europemigrant-minors.en.2.txt,train
europemigrant-minors,en,Young war victims make hazardous trip to safety in Europe without parents,5.0,3,europemigrant-minors.en.3.txt,train
europemigrant-minors,en,Young refugees leave parents behind in journey to safety in Europe,3.0,4,europemigrant-minors.en.4.txt,train
everest-litterbugs,en,Nepal says litterbugs no longer welcome on Everest,12.0,0,everest-litterbugs.en.0.txt,train
everest-litterbugs,en,Tallest peak or tallest pigsty: Nepal struggles with trash on Everest,8.0,1,everest-litterbugs.en.1.txt,train
everest-litterbugs,en,Want to climb Mount Everest? Better bring some trash bags,6.0,2,everest-litterbugs.en.2.txt,train
everest-litterbugs,en,Climbers turned cleaners: Nepali government asks trekkers to pick up trash,4.0,3,everest-litterbugs.en.3.txt,train
everest-litterbugs,en,"""Clean up!"" Nepal's government tells Mount Everest climbers",2.0,4,everest-litterbugs.en.4.txt,train
everest-sherpas,en,Everest sherpas feel pain of avalanche loss on two levels,12.0,0,everest-sherpas.en.0.txt,train
everest-sherpas,en,"After deadly avalanche, Nepal's sherpa guides think twice about their jobs",8.0,1,everest-sherpas.en.1.txt,train
everest-sherpas,en,"Mount Everest calls, but some sherpa guides say they will not climb again",6.0,2,everest-sherpas.en.2.txt,train
everest-sherpas,en,"On Mount Everest, sherpa guides have a dangerous job helping climbers",5.0,3,everest-sherpas.en.3.txt,train
everest-sherpas,en,Helping people climb Mount Everest is a dangerous job for sherpas in Nepal,4.0,4,everest-sherpas.en.4.txt,train
evolution-animalsbigger,en,"Evolution theory confirmed: Big is better, Stanford researchers say",12.0,0,evolution-animalsbigger.en.0.txt,train
evolution-animalsbigger,en,Supersize it! Study shows evolution makes animals much bigger over time,9.0,1,evolution-animalsbigger.en.1.txt,train
evolution-animalsbigger,en,"Animals are lots bigger than they were millions of years ago, study shows",6.0,2,evolution-animalsbigger.en.2.txt,train
evolution-animalsbigger,en,Scientists learn animals used to be a lot smaller than they are today,5.0,3,evolution-animalsbigger.en.3.txt,train
evolution-animalsbigger,en,"Animals got bigger and bigger over millions of years, scientists learn",4.0,4,evolution-animalsbigger.en.4.txt,train
exercise-brainbenefits,en,"Exercise helps the body, but the brain may benefit the most",12.0,0,exercise-brainbenefits.en.0.txt,train
exercise-brainbenefits,en,"Beginning in infancy, exercise helps the brain as much as the body",9.0,1,exercise-brainbenefits.en.1.txt,train
exercise-brainbenefits,en,Research says exercise works out the brain as well as the body,7.0,2,exercise-brainbenefits.en.2.txt,train
exercise-brainbenefits,en,Want to boost your brain? Get moving and exercise!,6.0,3,exercise-brainbenefits.en.3.txt,train
exercise-brainbenefits,en,Exercise at recess can make your brain work better back in class,4.0,4,exercise-brainbenefits.en.4.txt,train
exotic-pets,en,"Reptiles, rats beat out ho-hum cats, dogs at exotic pet shop",12.0,0,exotic-pets.en.0.txt,train
exotic-pets,en,"Pet store owner smells opportunity in skunks, snakes, other exotic critters",9.0,1,exotic-pets.en.1.txt,train
exotic-pets,en,Skunks! Dragons! Sugar gliders! Store caters to folks who want strange pets,7.0,2,exotic-pets.en.2.txt,train
exotic-pets,en,"Small pet store caters to folks who want skunks, snakes, strange critters",4.0,3,exotic-pets.en.3.txt,train
exotic-pets,en,"Store owner sells strange pets like snakes, skunks and bearded dragons",3.0,4,exotic-pets.en.4.txt,train
exoticpets-laws,en,"Lions, tigers and bears attract state scrutiny",12.0,0,exoticpets-laws.en.0.txt,train
exoticpets-laws,en,"State leaders say lion, tiger owners need more rules than law of the jungle",9.0,1,exoticpets-laws.en.1.txt,train
exoticpets-laws,en,"Leaders in U.S. states worry about dangerous pets like lions, alligators",7.0,2,exoticpets-laws.en.2.txt,train
exoticpets-laws,en,"Should lions, tigers and other wild animals be pets? State leaders wonder",5.0,3,exoticpets-laws.en.3.txt,train
exoticpets-laws,en,Can big pets like lions be safe? State leaders say laws are needed,3.0,4,exoticpets-laws.en.4.txt,train
exporting-chihuahuas,en,"With overabundance of Chihuahuas in shelters, groups exporting them",12.0,0,exporting-chihuahuas.en.0.txt,train
exporting-chihuahuas,en,Pilot saves dogs by flying them all over the U.S.,8.0,1,exporting-chihuahuas.en.1.txt,train
exporting-chihuahuas,en,Abandoned dogs flown around the U.S. to increase odds of adoption,6.0,2,exporting-chihuahuas.en.2.txt,train
exporting-chihuahuas,en,Pound pups become pilot's passengers,4.0,3,exporting-chihuahuas.en.3.txt,train
exporting-chihuahuas,en,Pilot saves unwanted dogs by flying them around the country,3.0,4,exporting-chihuahuas.en.4.txt,train
exxonvaldez-anniversary,en,"25 years later, oil spilled from Exxon Valdez clings to lives, habitats",12.0,0,exxonvaldez-anniversary.en.0.txt,train
exxonvaldez-anniversary,en,Pain remains from the Exxon Valdez oil spill 25 years later,8.0,1,exxonvaldez-anniversary.en.1.txt,train
exxonvaldez-anniversary,en,Recovery uneven from Exxon Valdez oil spill,7.0,2,exxonvaldez-anniversary.en.2.txt,train
exxonvaldez-anniversary,en,"25 years later, Exxon Valdez oil spill lingers",6.0,3,exxonvaldez-anniversary.en.3.txt,train
exxonvaldez-anniversary,en,No full recovery yet from oil spill 25 years ago,4.0,4,exxonvaldez-anniversary.en.4.txt,train
f22-fighter,en,F-22 fighter jet finally gets its first taste of combat,12.0,0,f22-fighter.en.0.txt,train
f22-fighter,en,F-22 fighter jets prove they are combat ready,8.0,1,f22-fighter.en.1.txt,train
f22-fighter,en,F-22 hits its targets in first taste of combat,6.0,2,f22-fighter.en.2.txt,train
f22-fighter,en,A first combat mission for the F-22 fighter jet,5.0,3,f22-fighter.en.3.txt,train
f22-fighter,en,Time for F-22 fighter jets to fly,4.0,4,f22-fighter.en.4.txt,train
facebook-SAD,en,"Facebook spreads rainy-day blues to sunny places, study says",12.0,0,facebook-SAD.en.0.txt,train
facebook-SAD,en,"On a sunny day, you may get the rainy-day blues from Facebook friends",8.0,1,facebook-SAD.en.1.txt,train
facebook-SAD,en,Emotional fallout from Facebook?,6.0,2,facebook-SAD.en.2.txt,train
facebook-SAD,en,Study says emotions spread on Facebook from friend to friend,5.0,3,facebook-SAD.en.3.txt,train
facebook-SAD,en,"If you're happy, don't read sad messages from your Facebook friends ",3.0,4,facebook-SAD.en.4.txt,train
factory-collapse,en,Deadly factory collapse calls into question the cost of cheap clothes,8.0,0,factory-collapse.en.0.txt,train
factory-collapse,en,Deadly garment factory collapse puts spotlight on cheap clothes ,6.0,1,factory-collapse.en.1.txt,train
factory-collapse,en,Deadly factory collapse puts cost of cheap clothes on trial,5.0,2,factory-collapse.en.2.txt,train
factory-collapse,en,"Clothes factory tumbles down, more than 1,000 killed",4.0,3,factory-collapse.en.3.txt,train
fake-leonardo,en,"Da Vinci expert denies authenticating ""lost"" Leonardo",12.0,0,fake-leonardo.en.0.txt,train
fake-leonardo,en,New da Vinci masterpiece or a fake Leonardo?,8.0,1,fake-leonardo.en.1.txt,train
fake-leonardo,en,"Art expert, art lovers clash over old painting",6.0,2,fake-leonardo.en.2.txt,train
fake-leonardo,en,Lost painting could be a rare da Vinci,5.0,3,fake-leonardo.en.3.txt,train
fake-leonardo,en,Old painting might be famous,3.0,4,fake-leonardo.en.4.txt,train
falcon-farms,en,Growers using falcons to scare off fruit-eating birds,12.0,0,falcon-farms.en.0.txt,train
falcon-farms,en,It takes a bird to scare a bird from farmers' fields,8.0,1,falcon-farms.en.1.txt,train
falcon-farms,en,Flying falcons to frighten away fruit-eating birds,7.0,2,falcon-farms.en.2.txt,train
falcon-farms,en,"On wings of falcons, farmers protect their fruit crops",5.0,3,falcon-farms.en.3.txt,train
falcon-farms,en,A falcon named Genghis conquers the magpies,4.0,4,falcon-farms.en.4.txt,train
family-band,en,"Meet the musical Kelly family, all 17 of them",12.0,0,family-band.en.0.txt,train
family-band,en,"With 15 kids, Chicago's musical Kelly family is an orchestra all its own",7.0,1,family-band.en.1.txt,train
family-band,en,"The Kelly kids bring music, inspiration to the streets of Chicago",5.0,2,family-band.en.2.txt,train
family-band,en,The musical Kelly kids: on a mission to bring joy to tough Chicago streets,4.0,3,family-band.en.3.txt,train
family-band,en,"With 15 kids, the Kelly family spreads its musical message in Chicago",2.0,4,family-band.en.4.txt,train
family-camping,en,"Families get a lesson in camping, as fewer spend the night at parks",12.0,0,family-camping.en.0.txt,train
family-camping,en,Families fall in love with camping after learning outdoor skills together,9.0,1,family-camping.en.1.txt,train
family-camping,en,Call of the wild: Kids get hooked on camping in classes for families,7.0,2,family-camping.en.2.txt,train
family-camping,en,"Hey, Mom and Dad! Let's turn this car around - and go camping again",5.0,3,family-camping.en.3.txt,train
family-camping,en,Happy campers: Families learn how to camp - and kids can't wait to go again,3.0,4,family-camping.en.4.txt,train
family-detention,en,Immigrant families released faster from detention centers,12.0,0,family-detention.en.0.txt,train
family-detention,en,Immigration officials decide to increase release rates,9.0,1,family-detention.en.1.txt,train
family-detention,en,Faster release for immigrants who crossed U.S. border illegally,7.0,2,family-detention.en.2.txt,train
family-detention,en,More immigrants being released before their hearings,4.0,3,family-detention.en.3.txt,train
family-detention,en,New rules for immigrant detention centers,3.0,4,family-detention.en.4.txt,train
fantasysports-legality,en,"Former congressman: Fantasy sports websites a ""cauldron of daily betting""",12.0,0,fantasysports-legality.en.0.txt,train
fantasysports-legality,en,Former lawmaker says old law doesn't make new fantasy sports websites legal,9.0,1,fantasysports-legality.en.1.txt,train
fantasysports-legality,en,Ex-lawmaker says daily fantasy sports websites must follow the law,7.0,2,fantasysports-legality.en.2.txt,train
fantasysports-legality,en,"Fantasy sports is actually gambling, former lawmaker says",5.0,3,fantasysports-legality.en.3.txt,train
fantasysports-legality,en,Is fantasy sports on the Internet just another form of gambling?,3.0,4,fantasysports-legality.en.4.txt,train
farm-climatechange,en,Scientists race to develop farm animals to survive climate change,12.0,0,farm-climatechange.en.0.txt,train
farm-climatechange,en,Farm animals being bred to adapt to Earth's warming climate,8.0,1,farm-climatechange.en.1.txt,train
farm-climatechange,en,A hotter Earth needs farm animals that can adapt and feed billions of us,7.0,2,farm-climatechange.en.2.txt,train
farm-climatechange,en,"As Earth's climate changes, scientists try to make farm animals more hardy",5.0,3,farm-climatechange.en.3.txt,train
farm-climatechange,en,The Earth is getting hotter and many farm animals can't take the heat,3.0,4,farm-climatechange.en.4.txt,train
farm-photographer,en,Photographer honored by Time a documentarian of farmworkers,12.0,0,farm-photographer.en.0.txt,train
farm-photographer,en,"Award-winning photographer captures his images slowly, deliberately",7.0,1,farm-photographer.en.1.txt,train
farm-photographer,en,Photographer of the Year has patience for his subjects,6.0,2,farm-photographer.en.2.txt,train
farm-photographer,en,Photographer's hard work wins award,5.0,3,farm-photographer.en.3.txt,train
farm-photographer,en,Photos showing the hard life of farming win an award,4.0,4,farm-photographer.en.4.txt,train
farmers-immigration,en,Farmers hope immigration bill yields more foreign ag workers,12.0,0,farmers-immigration.en.0.txt,train
farmers-immigration,en,Farmers fret about getting workers under immigration plan,9.0,1,farmers-immigration.en.1.txt,train
farmers-immigration,en,Farmers want law to keep immigrant workers,7.0,2,farmers-immigration.en.2.txt,train
farmers-immigration,en,Farmers want new law to keep foreign workers in fields,5.0,3,farmers-immigration.en.3.txt,train
farmers-immigration,en,Farmers say they need foreign workers in their fields,4.0,4,farmers-immigration.en.4.txt,train
farming-drones,en,Agriculture the most promising market for drones,12.0,0,farming-drones.en.0.txt,train
farming-drones,en,"A drone flies over a farmer's fields, watching",8.0,1,farming-drones.en.1.txt,train
farming-drones,en,Farmer's drone gives him a bird's-eye view of his cows and crops,6.0,2,farming-drones.en.2.txt,train
farming-drones,en,"Drone Patrol: Monitoring cows and crops, spying on birds and pests",5.0,3,farming-drones.en.3.txt,train
farming-drones,en,A farmer's handmade drone watches over his cows and crops,4.0,4,farming-drones.en.4.txt,train
farms-data,en,"With mountains of data, tech experts work to help farms face climate shifts",12.0,0,farms-data.en.0.txt,train
farms-data,en,High tech down on the farm: Helping growers cope with climate change,8.0,1,farms-data.en.1.txt,train
farms-data,en,Getting a handle on extreme weather to help farmers handle climate shifts,6.0,2,farms-data.en.2.txt,train
farms-data,en,Pinning down wild weather swings for farmers,5.0,3,farms-data.en.3.txt,train
farms-data,en,Predicting the wild and crazy weather so farmers don't lose their crops,3.0,4,farms-data.en.4.txt,train
farmworkers-mexico,en,"Mexican farmworkers strike over low wages, blocking harvest",12.0,0,farmworkers-mexico.en.0.txt,train
farmworkers-mexico,en,Farmworkers go on strike in Mexico during harvest,8.0,1,farmworkers-mexico.en.1.txt,train
farmworkers-mexico,en,Produce pickers go on strike during harvest in Mexico,6.0,2,farmworkers-mexico.en.2.txt,train
farmworkers-mexico,en,Farmworkers in Mexico go on strike for better pay and health care,5.0,3,farmworkers-mexico.en.3.txt,train
farmworkers-mexico,en,Farmworkers in Mexico go on strike,4.0,4,farmworkers-mexico.en.4.txt,train
faster-baseball,en,Major League Baseball tests ways to speed up slow games,12.0,0,faster-baseball.en.0.txt,train
faster-baseball,en,"Baseball worries fans are singing ""Take me out to the faster ball game""",8.0,1,faster-baseball.en.1.txt,train
faster-baseball,en,Major League Baseball throws a fastball at the game's slow pace,7.0,2,faster-baseball.en.2.txt,train
faster-baseball,en,"There's no clock in baseball, but that could change",5.0,3,faster-baseball.en.3.txt,train
faster-baseball,en,"Baseball is timeless, and some say that's the problem",4.0,4,faster-baseball.en.4.txt,train
fatherdaughter-dance,en,"Dads, daughters on firm footing at these dances",12.0,0,fatherdaughter-dance.en.0.txt,train
fatherdaughter-dance,en,Dressing up and celebrating love at a father and daughter dance,6.0,1,fatherdaughter-dance.en.1.txt,train
fatherdaughter-dance,en,Father-daughter dances in Chicago celebrate a special bond,5.0,2,fatherdaughter-dance.en.2.txt,train
fatherdaughter-dance,en,At a daddy-daughter dance in Chicago,4.0,3,fatherdaughter-dance.en.3.txt,train
fatherdaughter-dance,en,A fun dance for dads and daughters,2.0,4,fatherdaughter-dance.en.4.txt,train
favela-olympics,en,Sporting events leave favela residents terrified,12.0,0,favela-olympics.en.0.txt,train
favela-olympics,en,"As Brazil prepares to host Olympics, poor favela residents gird for trouble",8.0,1,favela-olympics.en.1.txt,train
favela-olympics,en,"As Brazil builds facilities for Olympics, poor residents fear bulldozers",7.0,2,favela-olympics.en.2.txt,train
favela-olympics,en,"As Brazil builds stadiums for Olympics, poor people worry about their homes",5.0,3,favela-olympics.en.3.txt,train
favela-olympics,en,"The Olympics will be in Brazil, but some people worry about problems",4.0,4,favela-olympics.en.4.txt,train
fbi-drones,en,"FBI uses spy drones in US, Mueller testifies",12.0,0,fbi-drones.en.0.txt,train
fbi-drones,en,FBI admits for first time using spy drones inside U.S.,9.0,1,fbi-drones.en.1.txt,train
